tsne1D,tsne2D,Standard_Cluster,Membership_Probability,Sample_Name
-1.9014056034520181,32.341737762694684,10,1.0,CP034255.1
-12.11241736527031,-7.608775284240129,29,0.6305140774599897,CP034256.1
-12.599501513845109,-47.23453988406077,1,1.0,CP034785.1
1.9964804506340523,-16.00766906683853,22,0.8871006607316814,CP034786.1
4.599666257363631,15.628535317561688,25,0.7861353127268983,CP034937.1
9.293914721350777,14.602592749834708,26,0.6922789170063371,CP041748.1
36.31172617105188,0.463517472259507,-1,0.0,CP042600.1
23.998619092127647,-6.178067906094635,38,0.9213000836639824,CP042601.1
-10.878863842917493,-5.600412015290829,29,1.0,CP042602.1
-11.582766447567515,-27.986463705929282,11,0.4242550661070965,CP042603.1
-23.314105982330517,-26.050588547950692,14,0.42773568577528576,CP042604.1
-22.736031249722345,-19.994449946001133,14,0.6022923490656608,CP042605.1
-16.387096514627085,11.36402875571228,16,0.8262301162914979,CP042607.1
-5.377834853119,-9.815116987299849,30,0.5911293125489355,CP042608.1
-22.755413779101477,-19.930800350901592,14,0.591822966812546,CP042610.1
-23.163019148617376,-24.647299997556804,14,0.5835121662000798,CP042611.1
-24.233378109760622,-21.35272336521412,14,0.7097042330859233,CP042612.1
-22.73315760584373,-20.138740387600507,14,0.6024725606443135,CP042613.1
-21.436936825426496,-22.92217462618412,14,0.9447317279241478,CP042614.1
-11.775021712087439,-43.65142050453979,1,0.3645665629619667,CP042616.1
-0.12212039045114864,-27.533713664094734,9,0.5205030454496558,CP042617.1
-7.01864343784055,35.04196471157267,10,0.8925469748173156,CP042618.1
29.46003851474405,14.62216130248782,39,0.63084026899839,CP042619.1
9.052753892368713,-26.46409158969758,8,0.5396531731966527,CP042620.1
33.020313552303925,0.40206172745467694,-1,0.0,CP042621.1
9.049672799860392,-20.256563893636187,-1,0.0,CP042622.1
-21.71311427142688,-21.966365647721066,14,1.0,CP042623.1
-28.03861570922902,-14.979011710094335,20,0.7905052853758259,CP042624.1
-23.15191159915353,-24.674042953146277,14,0.5866619220025956,CP042625.1
-36.2859973731688,-1.1021282311585625,7,1.0,CP042626.1
-14.638582804988259,-44.9732764817875,1,0.44712043724856676,CP042628.1
25.517501768639747,2.708384850183641,-1,0.0,CP042629.1
35.79867324480453,0.6777810143216398,-1,0.0,CP042630.1
0.6976857804115436,45.37709046635142,10,1.0,CP042631.1
8.017599266496434,-27.566791851424323,8,1.0,CP042632.1
25.229527836210742,2.671449994998544,-1,0.0,CP042633.1
-10.667138089732232,-3.9209447342083807,-1,0.0,CP042634.1
27.77701453389654,-32.77754451750075,2,0.3672962930350786,CP042635.1
-25.50096876550133,38.47527398959858,0,1.0,CP042636.1
-35.83241441459658,1.9936860578759186,7,0.5555580476484334,CP042637.1
-13.129226214644861,-45.124853895307226,1,0.6405927088741393,CP042639.1
36.13340039332404,-0.1326867760054019,-1,0.0,CP042640.1
1.9013035962603453,-27.961193277891496,9,0.5830794595540458,CP042641.1
32.744394098090574,1.4586470649510526,40,0.6430893235242537,CP042642.1
-14.527143469302747,-12.366286776968565,27,0.8645330915445164,CP042643.1
-16.29888112936702,11.428023503541128,16,0.773530334153161,CP042644.1
-7.749796218067484,-22.913486079539997,19,0.8778526607856179,CP042646.1
-16.808658666826158,11.462300097419309,16,0.6878445166926662,CP042647.1
-22.204850856788468,-21.330571164687363,14,0.984735703289381,CP042648.1
-41.20122778629168,-5.20415323107439,7,0.2125847123975296,CP042649.1
-5.386916484085353,-14.904646379120548,30,0.5644697389419333,CP042872.1
1.692349474764944,-16.935810021168788,22,1.0,CP042894.1
-12.843918378885023,-45.97016859168682,1,0.8905025221194448,CP042895.1
45.82013783035234,10.199381725098444,34,0.6064277879993302,CP042897.1
-13.417044369553565,-47.61815288423603,1,0.8788982926205532,CP042898.1
-4.453339508617107,-15.117957603995867,-1,0.0,CP042900.1
-4.423320636766685,-15.124302181777338,-1,0.0,CP042902.1
14.720959979749967,5.65067235990156,33,0.9748251224180744,CP042948.1
8.132195500650132,29.04740498714562,13,0.26068394362761366,CP042949.1
12.411719953347784,32.74955976557851,13,0.9975178505107566,CP042951.1
11.49021287358296,-3.90914055994417,-1,0.0,CP042952.1
-16.029174628803037,11.156822620430537,16,1.0,CP042970.1
-5.620932950186707,-12.717338766562774,30,0.5956401063581317,CP042971.1
31.819234162708508,-14.407234552195225,32,0.507017383246499,CP042972.1
-4.4537134027693766,-15.117211662767714,-1,0.0,CP042974.1
6.2533218870554865,16.436184876640514,25,0.5726229707745624,CP043012.1
-28.814429376377294,-14.474982840062257,20,1.0,CP043013.1
-35.74680427513763,27.57113823441538,3,0.9898858600805422,CP043014.1
-35.77529528155892,27.392298686160977,3,0.9989973171113206,CP043017.1
-5.658569427994282,7.1724356291574605,-1,0.0,CP043018.1
6.214332820361092,16.43088374174022,25,0.5873048107810832,CP043020.1
28.358839826736084,-28.3580197994987,2,0.2061671317293696,CP043021.1
28.310145333044026,-28.37757954118674,2,0.20821282810521946,CP043022.1
6.187540586377646,16.456284369288507,25,0.5869693821549691,CP043023.1
-31.074914418466054,-16.381206863844795,20,0.5090047870513564,CP043543.1
17.691235697966793,16.941598529843763,24,1.0,CP043544.1
-13.727582560426,-45.43870199085791,1,0.7268780670793088,CP043545.1
-3.183922638323759,-12.279226940895471,30,0.7334099174713021,CP043734.1
12.590871414514602,13.252119843769435,-1,0.0,CP043735.1
45.82858350308101,10.205669324923214,34,0.6056669247005309,CP043737.1
-1.8894626126374425,45.4557607483159,10,1.0,CP043738.1
31.77818140607937,-0.3361321297564833,-1,0.0,CP043740.1
41.52255598023282,2.563855335964113,-1,0.0,CP043741.1
41.522361284412725,2.56398086854636,-1,0.0,CP043743.1
41.05686437503241,-5.089897615287764,28,0.6432403177377854,CP043745.1
7.317426772746705,-28.1944786783657,8,0.884001293330826,CP043746.1
37.977818672754076,5.044048865112061,-1,0.0,CP043748.1
-3.4064363783664966,-12.544227421134925,30,0.6598347499037132,CP043751.1
-5.976856230572092,-12.29055158606551,30,0.5948130207296382,CP043753.1
-14.589367598099274,-27.7135311578694,11,0.846040198586048,CP043755.1
-4.827227169570693,-6.011512112257096,-1,0.0,CP043758.1
34.66411510869575,1.2053110172306662,40,0.6776407106210973,CP043759.1
13.173375885704358,31.738939342842528,13,0.7110831667131918,CP044022.1
42.564662694030716,4.855385031624897,35,0.52278282688255,CP044023.1
23.085055982580837,-6.183834697482227,38,1.0,CP044024.1
-33.06181073593215,26.369932899430637,3,1.0,CP044025.1
-11.461273996622433,9.620993330886245,16,0.2711672236788238,CP044026.1
-26.875810684699005,16.83527307825118,-1,0.0,CP044027.1
-7.630582729582294,-9.641254432058217,30,0.5646966585033274,CP044292.1
-2.6892215319279136,-10.122419005318134,30,0.5353034066239726,CP044299.1
10.264355043657355,-37.555807100072315,6,0.21944284391664498,CP044300.1
-1.2974232826701495,-13.290014560479118,30,1.0,CP044301.1
-7.692270278013204,-9.523395017588802,30,0.5595146871586039,CP044302.1
-11.27075067694203,-28.144486683072184,-1,0.0,CP044303.1
-21.955713019999994,-25.523768437733658,14,0.5722312990850079,CP044304.1
-11.974340784940999,-45.26274179017415,1,0.6233553880413805,CP044306.1
-4.581081246274128,-10.827671097056845,30,0.6078994115794238,CP044309.1
46.780056184859845,6.47832928075468,34,1.0,CP044347.1
47.71388548431108,6.158468829612743,-1,0.0,CP044348.1
-6.650579439208273,7.820128104356838,17,1.0,CP044351.1
13.890554855645627,-0.3709487034701334,33,0.7765253491712212,CP046677.1
17.75842478975807,-12.748917409476173,-1,0.0,CP046678.1
17.229726722972384,-7.062828248221241,-1,0.0,CP048854.1
19.352415042468905,-5.566603161988735,38,0.3885544612155198,CP048856.1
15.33082316081,-8.964820823959586,37,1.0,CP048858.1
-42.62197492916848,-16.291127052190774,12,1.0,CP048859.1
34.232917955069354,-17.133833060051465,32,0.4767126732071402,CP048861.1
-36.65606500537041,0.46115402892271784,7,0.6610936520880276,CP048862.1
-33.5625665860514,-14.160435085687693,-1,0.0,CP048864.1
19.025762486239184,-11.28860658737619,-1,0.0,CP048866.1
30.64869737522118,-15.122610459112229,32,0.6822441908104696,CP048868.1
15.523373338374808,5.92548461733243,33,0.8814010293429163,CP048869.1
-30.37987029038669,-16.538003392690754,20,0.5967428553781211,CP048872.1
21.624246646865878,-0.12275882400995186,-1,0.0,CP048936.1
18.649264401977785,-4.077350569543617,-1,0.0,CP049610.1
-4.403291486543679,39.25954502293622,10,1.0,CP049611.1
-0.6193322758840312,35.40411384281971,10,0.7689696297797955,CP049613.1
16.400838177276245,6.083171816102741,33,1.0,CP049614.1
12.0964311942937,-1.1355782206940037,33,0.7355786868910048,CP049615.1
12.870383345581809,32.07878198984215,13,0.9745234017308353,CP049846.1
3.140505909070281,-28.67471608952164,9,0.5455544656266402,CP049847.1
18.927166251129627,-6.207783689930572,38,0.48901443813114537,CP049848.1
-28.9997640889262,-11.010402544252749,-1,0.0,CP049849.1
-46.58616826585515,-18.098633361598683,12,1.0,CP049850.1
-29.916703399471977,-15.87057755016049,20,1.0,CP049851.1
21.935538839625007,-1.3636363915658574,-1,0.0,CP050997.1
8.213646414348501,-27.22110155110023,8,1.0,CP050999.1
10.626026920647602,8.349883602571712,-1,0.0,CP051000.1
9.158847552579939,21.0363672419945,23,0.8817033224407658,CP051632.1
25.150605516283218,-12.916156656186201,-1,0.0,CP051693.1
42.25552025168756,4.7324930525688735,35,0.6100383303277201,CP051750.1
-26.511245228230187,-15.154894235869133,-1,0.0,CP051779.1
-6.691429637895152,8.973749341484075,17,1.0,CP051780.1
5.225002509641486,15.838756336293265,25,1.0,CP051781.1
-26.511245228230187,-15.154894235869133,-1,0.0,CP051783.1
-6.543989206155586,8.617731424492163,-1,0.0,CP051784.1
-26.511245228230187,-15.154894235869133,-1,0.0,CP051787.1
-8.06615951706427,8.496972935921042,17,1.0,CP051788.1
4.748489340860873,15.321800652871215,25,0.9518007381542231,CP051791.1
-26.511245228230187,-15.154894235869133,-1,0.0,CP051793.1
-6.698511880521781,8.968331168941805,17,1.0,CP051794.1
4.661948048312637,15.253077195363161,25,0.8964792638513557,CP051803.1
4.650477341691443,15.471454701209108,25,0.8165969773199571,CP051807.1
-44.998108890099694,-20.84871439625122,12,0.9579175760608732,CP051809.1
4.748192886272415,15.364068778308454,25,0.9376829862575898,CP051815.1
5.677354935265101,14.237755041588715,25,0.9293221705349728,CP051820.1
-28.814845175349287,-14.474949151114371,20,1.0,CP051825.1
-28.814429376377294,-14.474982840062257,20,1.0,CP051828.1
-28.814429376377294,-14.474982840062257,20,1.0,CP051831.1
9.112893839700599,11.239745564774143,-1,0.0,CP053596.1
9.049422952727598,0.4183597447142757,33,0.7853902782986033,CP054315.1
-5.592653629371095,39.236099195756466,10,1.0,CP054316.1
15.344988746854773,-8.67073065039009,37,1.0,CP054318.1
-9.729473136009325,3.158167964360543,15,1.0,CP054320.1
32.99870693827353,-19.942147615282554,32,0.3060018604690757,CP054321.1
24.793575809911367,-31.171520640403372,2,1.0,CP054322.1
-25.50096876550133,38.47527398959858,0,1.0,CP054324.1
30.357097904264034,2.7438268549083347,40,0.707694003609012,CP054329.1
-46.60048215812625,-18.083235171585095,12,1.0,CP054331.1
-9.255169423178,22.20408633431053,4,0.2556842286802187,CP054332.1
23.971379472312805,-31.662000688490632,2,0.9095714691495016,CP054333.1
-37.76568084918281,-1.1032681469525407,7,0.6570735126950673,CP054334.1
40.904721090605285,-5.845651417917153,28,1.0,CP054336.1
2.2222709495111594,-30.407113589599216,9,1.0,CP054337.1
-14.62812192108669,-25.950234210954694,11,1.0,CP054338.1
24.844400705368137,-31.779105411174026,2,1.0,CP054339.1
-21.549370905077634,-21.835879371468938,14,1.0,CP054340.1
-25.50096876550133,38.47527398959858,0,1.0,CP054341.1
-36.27158832147261,-0.6681778360836672,7,1.0,CP054342.1
18.804400298219374,-11.260960754795462,-1,0.0,CP054450.1
-40.54692799259384,-16.884786309210043,12,1.0,CP054451.1
24.437113551186684,-31.779516328971336,2,1.0,CP054452.1
-35.250894975671834,0.7565741216984894,7,0.6236622970474457,CP054453.1
40.61794303350469,8.369828086159576,35,1.0,CP054455.1
-9.787796721581334,18.662559903713586,4,1.0,CP054456.1
40.25266901677246,-5.817275951634273,28,1.0,CP054458.1
13.500424327545952,33.07975859553062,13,1.0,CP054459.1
15.285593755070371,33.35677140604922,13,0.4022963185025096,CP054460.1
-36.31966180967636,-13.426626836760883,18,1.0,CP054461.1
-24.661684258668362,-22.522189494849204,14,0.7050453917975172,CP054462.1
21.453273798842076,7.564883988307447,-1,0.0,CP055625.1
8.387727341910917,-27.660715637807613,8,1.0,CP055626.1
29.606290923273033,15.305848648995838,39,0.6271858811128564,CP055627.1
-26.496705355956234,-16.11377236861922,-1,0.0,CP055629.1
-14.48866082974068,-44.60172492422021,1,0.42337472425909284,CP055670.1
-1.125145369473215,-28.375627482506587,9,0.4689474929759321,CP055671.1
10.833293204962139,3.2269910084706153,33,1.0,CP055672.1
-44.01462690249787,-16.16548906006892,12,1.0,CP055673.1
-26.3562239099016,-16.125475500915577,-1,0.0,CP055674.1
3.036951787157844,31.45712559696011,-1,0.0,CP055714.1
-9.989107563596356,2.8149908922798272,15,1.0,CP055715.1
-41.232261671966825,-21.02512769260203,12,1.0,CP055716.1
5.050821640146819,19.41395458700402,-1,0.0,CP055717.1
11.145122584078264,30.426017307414543,13,0.39666335544869297,CP055725.1
11.906046457815536,25.913376757517693,-1,0.0,CP055726.1
-36.3618268935168,-13.419507363284755,18,1.0,CP055727.1
-1.7030410602238941,-3.2744185128199725,30,0.5352400538343508,CP055728.1
27.642406395513778,-31.98749232868789,2,0.4366013755694412,CP055729.1
-30.840939775510634,-10.027200118122272,21,1.0,CP055730.1
-17.75159690518859,19.269259528242966,-1,0.0,CP055731.1
-38.901841130473265,0.021087129191222242,7,0.4814489360062969,CP055732.1
22.455712650074414,-32.416378526292746,2,0.4107537222354066,CP055733.1
-17.776469421930976,20.86269245820713,-1,0.0,CP055734.1
28.98758824761339,8.366956499862232,-1,0.0,CP055749.1
12.208857478813249,10.594186228291836,-1,0.0,CP055750.1
-39.55573189809089,-21.35373350382252,12,1.0,CP055751.1
31.207079528508984,13.013404926404858,39,0.8333572994549151,CP056243.1
11.717258164227738,-41.455744030497215,6,0.8149242631628716,CP056250.1
21.408949487969167,-1.2037635760107435,-1,0.0,CP056264.1
9.564435098066632,1.3925883415421967,33,0.7603358619560737,CP056265.1
-42.64851804342928,-17.51271817023823,12,1.0,CP056266.1
18.97049951849833,-11.198199003288844,-1,0.0,CP056274.1
14.231698513484945,13.009994536834743,-1,0.0,CP056279.1
8.228759065330514,-0.7017021061414888,-1,0.0,CP056280.1
-31.4312178560213,-10.234275591282891,21,0.9579651304373632,CP056281.1
31.428409441577934,-9.250000024068628,31,1.0,CP056283.1
11.589986195000403,-40.597631817847784,6,1.0,CP056300.1
44.10038992127775,3.9428737601495376,-1,0.0,CP056305.1
-9.001922605668792,18.96089343085217,4,0.9553123636206313,CP056306.1
31.998136545512413,-16.03211201088388,32,0.6895555501682137,CP056316.1
-13.709663627278994,-14.688544272822579,27,0.9699260428620109,CP056317.1
-43.10858067129723,-18.769591356646593,12,1.0,CP056319.1
-9.80818001709028,18.749596476145584,4,1.0,CP056320.1
-6.8684354916269275,38.61339919642824,10,1.0,CP056349.1
31.01217680908955,8.969461392345366,-1,0.0,CP056356.1
25.010201894855044,-12.78899585281525,-1,0.0,CP056358.1
-24.063658349902937,-23.931982949747912,14,0.6028462147858279,CP056359.1
-8.15831177387625,18.46328586585193,4,0.6270984487335343,CP056360.1
19.088418287149867,-11.228521109535953,-1,0.0,CP056371.1
-17.85055143979078,-19.782324167124898,-1,0.0,CP056397.1
-22.201392307797605,-22.098061180827344,14,1.0,CP056398.1
19.292753075438476,-7.283652576644966,38,0.3907251842315684,CP056405.1
25.475858185770193,-30.88664071972525,2,0.7039006643736571,CP056406.1
-21.35824445757924,-23.120595502379707,14,0.8165675253504975,CP056407.1
-25.50096876550133,38.47527398959858,0,1.0,CP056408.1
0.32842133850680066,-7.88808351064427,-1,0.0,CP056413.1
-21.27623358980193,-21.66339629179627,14,1.0,CP056415.1
1.54844461188587,-30.12879171799726,9,1.0,CP056447.1
-14.626861076440772,-25.949330243218338,11,1.0,CP056449.1
-30.23286588317234,-10.65593968394617,21,0.9882990845936784,CP056450.1
41.712970733090906,-6.417532132560626,28,0.5642500983577942,CP056471.1
20.884255730398618,-7.179955927559192,38,0.38043813124422904,CP056472.1
-20.37245398304136,-21.684790936919708,14,0.8308398378065969,CP056482.1
41.901116152864134,-6.4789605552414615,28,0.49292040989579433,CP056493.1
20.886629607045226,-7.1855535845602665,38,0.3804215683448336,CP056494.1
44.09965404947731,3.9428274887289927,-1,0.0,CP056525.1
-9.028009190759896,18.989970676793373,4,0.9432254738779551,CP056526.1
14.612438716454768,9.664073678287952,-1,0.0,CP056557.1
27.980733976310265,4.457281517086839,-1,0.0,CP056558.1
-1.628863608342713,-4.100469361644821,30,0.5364597572190051,CP056566.1
15.151795746214644,-9.090644705154656,37,1.0,CP056570.1
20.06294731720568,-6.696879699842547,38,0.48901443813114537,CP056571.1
-11.547105794567761,9.669371321912656,-1,0.0,CP056572.1
31.70642937145129,-17.737224578691904,32,1.0,CP056579.1
31.53387112556707,15.017584320981621,39,1.0,CP056585.1
31.307152308516336,-14.913354984560513,32,0.5851923769097218,CP056599.1
13.139572598129686,31.752540286309433,13,0.7220007427507611,CP056600.1
39.06154219497291,8.971112177950774,35,0.49844921672703296,CP056605.1
-5.0576203411881755,34.37780887372278,10,0.9594730540754574,CP056606.1
13.121883593149297,32.03533040565568,13,0.8858700213531254,CP056607.1
-9.26501638404528,18.509815994108795,4,1.0,CP056611.1
18.82686926300328,-2.6015161285898767,-1,0.0,CP056614.1
0.6010954747098978,-30.691032235483966,9,0.6870850144704717,CP056619.1
2.3180036422786823,-31.37991907306702,9,0.6328201167395222,CP056621.1
0.12022203697242628,-7.745321070940586,-1,0.0,CP056626.1
1.0518154121166337,-8.436898479418954,-1,0.0,CP056627.1
-21.9179114708512,-25.46678804225024,14,0.5746067302763588,CP056628.1
-22.968082590230228,-22.203773421508075,14,0.9331492924797516,CP056629.1
-20.852756184036938,-24.536492298376753,14,0.7247146336094842,CP056630.1
25.464759850745658,-30.9019108430291,2,0.7163511258220392,CP056633.1
-9.243234997061935,18.50261101033353,4,1.0,CP056634.1
14.707270030753614,8.140319732839554,33,0.8299154303202719,CP056643.1
-8.47135819831193,-5.348338628286889,-1,0.0,CP056656.1
-30.576543178814582,-9.60938654317119,21,1.0,CP056658.1
40.65653063722324,-6.223784940680436,28,1.0,CP056787.1
11.318468396824088,-39.88358540804768,6,0.8686533207704757,CP056788.1
-17.621747008483343,-18.609391915188517,-1,0.0,CP056789.1
-26.373491651393962,-16.08838608512004,-1,0.0,CP056790.1
-25.50096876550133,38.47527398959858,0,1.0,CP056791.1
-17.44175920164093,19.766904847610643,-1,0.0,CP056792.1
-26.92841394684587,16.831487183151264,-1,0.0,CP056795.1
8.054113526145269,-27.82647772873632,8,1.0,CP056796.1
-2.7099804379808683,46.990784685173715,10,1.0,CP056797.1
18.789516797571487,-5.010121025586152,-1,0.0,CP056798.1
12.523433983333822,-40.80066862656104,6,0.7784678540835127,CP056801.1
-6.075629557057597,41.25821744177833,10,0.9473723971413336,CP056802.1
12.979816456361746,-11.088735799403624,-1,0.0,CP056803.1
-41.60533018018237,-16.45446301911869,12,1.0,CP056804.1
-17.44175920164093,19.766904847610643,-1,0.0,CP056806.1
-35.27604232320841,0.8341837154478111,7,0.6457916058984957,CP056807.1
39.24360176749183,9.801364470030508,-1,0.0,CP056811.1
-28.901068426361675,-15.559257481954644,20,0.907793545884198,CP056813.1
-4.757702834645775,40.8621001491765,10,1.0,CP056817.1
13.426168150187934,34.23184497252493,13,0.5609057294250314,CP056818.1
19.392613112133912,-10.754462754875089,-1,0.0,CP056819.1
-9.880720529317198,2.460098640750746,15,1.0,CP056820.1
27.32825197061692,1.0763969866764023,-1,0.0,CP056843.1
-5.727194307069461,39.77167164039399,10,1.0,CP056844.1
10.691986727892994,-33.12155599189347,-1,0.0,CP056845.1
39.52457513624094,2.9127459191589513,-1,0.0,CP056847.1
-24.06049627837271,-23.80854266331998,14,0.6473414676921562,CP056848.1
-27.097463416155396,4.366335102070473,5,0.590400476259886,CP056866.1
44.82909247248576,9.270278082189938,34,0.6989630931046797,CP056868.1
-38.719605478698035,1.9621657151827723,7,0.33679891445993715,CP056869.1
41.73511122051901,-6.383242849655034,28,0.568001073323788,CP056871.1
20.886165573236724,-7.195298137888823,38,0.3814200301996594,CP056875.1
30.43449545257577,-15.595336688850752,32,0.6131720457577962,CP056877.1
1.85156393151643,-28.22091239840323,9,0.6239892137001521,CP056895.1
18.827511976162047,-2.6024824167265335,-1,0.0,CP056903.1
